Tick,Step,DateTime,X,Y,ID
857,857,2022-03-01T05:14:17.0000000,10,22,687fda8b-58fe-4006-9617-6c3460a159b2
858,858,2022-03-01T05:14:18.0000000,12,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
858,858,2022-03-01T05:14:18.0000000,17,7,b9562772-999c-4c71-abf4-238d41a5c640
858,858,2022-03-01T05:14:18.0000000,4,24,469922c6-cc85-4a64-9d36-442638f356d6
858,858,2022-03-01T05:14:18.0000000,0,8,1172130a-286c-4dd4-b6f6-4f2ae840cb01
858,858,2022-03-01T05:14:18.0000000,1,7,3b859546-674a-454b-9565-be88f44911f9
858,858,2022-03-01T05:14:18.0000000,7,1,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
858,858,2022-03-01T05:14:18.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
858,858,2022-03-01T05:14:18.0000000,0,20,44e3c14e-cce0-4d4a-8f73-b56f60072101
858,858,2022-03-01T05:14:18.0000000,9,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
858,858,2022-03-01T05:14:18.0000000,11,21,687fda8b-58fe-4006-9617-6c3460a159b2
859,859,2022-03-01T05:14:19.0000000,11,19,20b2d71e-2333-4c3f-954f-4da2b1a44070
859,859,2022-03-01T05:14:19.0000000,18,6,b9562772-999c-4c71-abf4-238d41a5c640
859,859,2022-03-01T05:14:19.0000000,3,23,469922c6-cc85-4a64-9d36-442638f356d6
859,859,2022-03-01T05:14:19.0000000,0,8,1172130a-286c-4dd4-b6f6-4f2ae840cb01
859,859,2022-03-01T05:14:19.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
859,859,2022-03-01T05:14:19.0000000,8,0,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
859,859,2022-03-01T05:14:19.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
859,859,2022-03-01T05:14:19.0000000,1,19,44e3c14e-cce0-4d4a-8f73-b56f60072101
859,859,2022-03-01T05:14:19.0000000,10,8,c4859179-55ad-44cd-9fa8-e14db336d3e4
859,859,2022-03-01T05:14:19.0000000,12,22,687fda8b-58fe-4006-9617-6c3460a159b2
860,860,2022-03-01T05:14:20.0000000,10,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
860,860,2022-03-01T05:14:20.0000000,19,5,b9562772-999c-4c71-abf4-238d41a5c640
860,860,2022-03-01T05:14:20.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
860,860,2022-03-01T05:14:20.0000000,0,8,1172130a-286c-4dd4-b6f6-4f2ae840cb01
860,860,2022-03-01T05:14:20.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
860,860,2022-03-01T05:14:20.0000000,8,0,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
860,860,2022-03-01T05:14:20.0000000,1,21,deb1d222-41a8-4677-b59e-596879022729
860,860,2022-03-01T05:14:20.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
860,860,2022-03-01T05:14:20.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
860,860,2022-03-01T05:14:20.0000000,12,22,687fda8b-58fe-4006-9617-6c3460a159b2
861,861,2022-03-01T05:14:21.0000000,9,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
861,861,2022-03-01T05:14:21.0000000,20,6,b9562772-999c-4c71-abf4-238d41a5c640
861,861,2022-03-01T05:14:21.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
861,861,2022-03-01T05:14:21.0000000,1,9,1172130a-286c-4dd4-b6f6-4f2ae840cb01
861,861,2022-03-01T05:14:21.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
861,861,2022-03-01T05:14:21.0000000,8,0,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
861,861,2022-03-01T05:14:21.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
861,861,2022-03-01T05:14:21.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
861,861,2022-03-01T05:14:21.0000000,10,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
861,861,2022-03-01T05:14:21.0000000,11,23,687fda8b-58fe-4006-9617-6c3460a159b2
862,862,2022-03-01T05:14:22.0000000,8,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
862,862,2022-03-01T05:14:22.0000000,19,5,b9562772-999c-4c71-abf4-238d41a5c640
862,862,2022-03-01T05:14:22.0000000,1,21,469922c6-cc85-4a64-9d36-442638f356d6
862,862,2022-03-01T05:14:22.0000000,1,9,1172130a-286c-4dd4-b6f6-4f2ae840cb01
862,862,2022-03-01T05:14:22.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
862,862,2022-03-01T05:14:22.0000000,8,0,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
862,862,2022-03-01T05:14:22.0000000,1,19,deb1d222-41a8-4677-b59e-596879022729
862,862,2022-03-01T05:14:22.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
862,862,2022-03-01T05:14:22.0000000,9,11,c4859179-55ad-44cd-9fa8-e14db336d3e4
862,862,2022-03-01T05:14:22.0000000,12,22,687fda8b-58fe-4006-9617-6c3460a159b2
863,863,2022-03-01T05:14:23.0000000,9,19,20b2d71e-2333-4c3f-954f-4da2b1a44070
863,863,2022-03-01T05:14:23.0000000,20,4,b9562772-999c-4c71-abf4-238d41a5c640
863,863,2022-03-01T05:14:23.0000000,0,20,469922c6-cc85-4a64-9d36-442638f356d6
863,863,2022-03-01T05:14:23.0000000,0,8,1172130a-286c-4dd4-b6f6-4f2ae840cb01
863,863,2022-03-01T05:14:23.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
863,863,2022-03-01T05:14:23.0000000,9,1,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
863,863,2022-03-01T05:14:23.0000000,2,20,deb1d222-41a8-4677-b59e-596879022729
863,863,2022-03-01T05:14:23.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
863,863,2022-03-01T05:14:23.0000000,8,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
863,863,2022-03-01T05:14:23.0000000,11,23,687fda8b-58fe-4006-9617-6c3460a159b2
864,864,2022-03-01T05:14:24.0000000,8,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
864,864,2022-03-01T05:14:24.0000000,19,5,b9562772-999c-4c71-abf4-238d41a5c640
864,864,2022-03-01T05:14:24.0000000,1,19,469922c6-cc85-4a64-9d36-442638f356d6
864,864,2022-03-01T05:14:24.0000000,1,7,1172130a-286c-4dd4-b6f6-4f2ae840cb01
864,864,2022-03-01T05:14:24.0000000,1,7,3b859546-674a-454b-9565-be88f44911f9
864,864,2022-03-01T05:14:24.0000000,10,2,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
864,864,2022-03-01T05:14:24.0000000,2,20,deb1d222-41a8-4677-b59e-596879022729
864,864,2022-03-01T05:14:24.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
864,864,2022-03-01T05:14:24.0000000,9,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
864,864,2022-03-01T05:14:24.0000000,10,22,687fda8b-58fe-4006-9617-6c3460a159b2
865,865,2022-03-01T05:14:25.0000000,7,19,20b2d71e-2333-4c3f-954f-4da2b1a44070
865,865,2022-03-01T05:14:25.0000000,18,4,b9562772-999c-4c71-abf4-238d41a5c640
865,865,2022-03-01T05:14:25.0000000,0,20,469922c6-cc85-4a64-9d36-442638f356d6
865,865,2022-03-01T05:14:25.0000000,0,6,1172130a-286c-4dd4-b6f6-4f2ae840cb01
865,865,2022-03-01T05:14:25.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
865,865,2022-03-01T05:14:25.0000000,9,3,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
865,865,2022-03-01T05:14:25.0000000,1,21,deb1d222-41a8-4677-b59e-596879022729
865,865,2022-03-01T05:14:25.0000000,1,17,44e3c14e-cce0-4d4a-8f73-b56f60072101
865,865,2022-03-01T05:14:25.0000000,10,8,c4859179-55ad-44cd-9fa8-e14db336d3e4
865,865,2022-03-01T05:14:25.0000000,11,21,687fda8b-58fe-4006-9617-6c3460a159b2
866,866,2022-03-01T05:14:26.0000000,8,20,20b2d71e-2333-4c3f-954f-4da2b1a44070
866,866,2022-03-01T05:14:26.0000000,19,3,b9562772-999c-4c71-abf4-238d41a5c640
866,866,2022-03-01T05:14:26.0000000,1,21,469922c6-cc85-4a64-9d36-442638f356d6
866,866,2022-03-01T05:14:26.0000000,0,6,1172130a-286c-4dd4-b6f6-4f2ae840cb01
866,866,2022-03-01T05:14:26.0000000,0,8,3b859546-674a-454b-9565-be88f44911f9
866,866,2022-03-01T05:14:26.0000000,9,3,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
866,866,2022-03-01T05:14:26.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
866,866,2022-03-01T05:14:26.0000000,1,17,44e3c14e-cce0-4d4a-8f73-b56f60072101
866,866,2022-03-01T05:14:26.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
866,866,2022-03-01T05:14:26.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
867,867,2022-03-01T05:14:27.0000000,7,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
867,867,2022-03-01T05:14:27.0000000,19,3,b9562772-999c-4c71-abf4-238d41a5c640
867,867,2022-03-01T05:14:27.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
867,867,2022-03-01T05:14:27.0000000,0,6,1172130a-286c-4dd4-b6f6-4f2ae840cb01
867,867,2022-03-01T05:14:27.0000000,1,7,3b859546-674a-454b-9565-be88f44911f9
867,867,2022-03-01T05:14:27.0000000,10,2,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
867,867,2022-03-01T05:14:27.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
867,867,2022-03-01T05:14:27.0000000,1,17,44e3c14e-cce0-4d4a-8f73-b56f60072101
867,867,2022-03-01T05:14:27.0000000,12,10,c4859179-55ad-44cd-9fa8-e14db336d3e4
867,867,2022-03-01T05:14:27.0000000,11,21,687fda8b-58fe-4006-9617-6c3460a159b2
868,868,2022-03-01T05:14:28.0000000,7,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
868,868,2022-03-01T05:14:28.0000000,19,3,b9562772-999c-4c71-abf4-238d41a5c640
868,868,2022-03-01T05:14:28.0000000,2,22,469922c6-cc85-4a64-9d36-442638f356d6
868,868,2022-03-01T05:14:28.0000000,1,5,1172130a-286c-4dd4-b6f6-4f2ae840cb01
868,868,2022-03-01T05:14:28.0000000,1,7,3b859546-674a-454b-9565-be88f44911f9
868,868,2022-03-01T05:14:28.0000000,11,3,d7b4c90c-7ff0-4e5b-b126-ae6d7f0eca0f
868,868,2022-03-01T05:14:28.0000000,0,20,deb1d222-41a8-4677-b59e-596879022729
868,868,2022-03-01T05:14:28.0000000,0,18,44e3c14e-cce0-4d4a-8f73-b56f60072101
868,868,2022-03-01T05:14:28.0000000,11,9,c4859179-55ad-44cd-9fa8-e14db336d3e4
868,868,2022-03-01T05:14:28.0000000,12,20,687fda8b-58fe-4006-9617-6c3460a159b2
869,869,2022-03-01T05:14:29.0000000,7,21,20b2d71e-2333-4c3f-954f-4da2b1a44070
869,869,2022-03-01T05:14:29.0000000,19,3,b9562772-999c-4c71-abf4-238d41a5c640
869,869,2022-03-01T05:14:29.0000000,1,21,469922c6-cc85-4a64-9d36-442638f356d6
869,869,2022-03-01T05:14:29.0000000,0,6,1172130a-286c-4dd4-b6f6-4f2ae840cb01
